"edad","comunidad","Sexo","fecha","Total"
"10 años","Rioja","Mujeres","2010","1,424.00"
"10 años","Ceuta","Mujeres","2022","576"
"10 años","Ceuta","Mujeres","2021","594"
"10 años","Ceuta","Mujeres","2020","607"
"10 años","Ceuta","Mujeres","2019","681"
"10 años","Ceuta","Mujeres","2018","631"
"10 años","Ceuta","Mujeres","2017","613"
"10 años","Ceuta","Mujeres","2016","591"
"10 años","Ceuta","Mujeres","2015","586"
"10 años","Ceuta","Mujeres","2014","567"
"10 años","Ceuta","Mujeres","2013","561"
"10 años","Ceuta","Mujeres","2012","492.96"
"10 años","Ceuta","Mujeres","2011","520.05"
"10 años","Ceuta","Mujeres","2010","545.93"
"10 años","Melilla","Mujeres","2022","646"
"10 años","Melilla","Mujeres","2021","687"
"10 años","Melilla","Mujeres","2020","618"
"10 años","Melilla","Mujeres","2019","633"
"10 años","Melilla","Mujeres","2018","575"
"10 años","Melilla","Mujeres","2017","641"
"10 años","Melilla","Mujeres","2016","581"
"10 años","Melilla","Mujeres","2015","578"
"10 años","Melilla","Mujeres","2014","632"
"10 años","Melilla","Mujeres","2013","567"
"10 años","Melilla","Mujeres","2012","583.47"
"10 años","Melilla","Mujeres","2011","553.05"
"10 años","Melilla","Mujeres","2010","505.2"
"11 años","Andalucía","Mujeres","2022","45,594.00"
"11 años","Andalucía","Mujeres","2021","46,720.00"
"11 años","Andalucía","Mujeres","2020","49,303.00"
"11 años","Andalucía","Mujeres","2019","47,711.00"
"11 años","Andalucía","Mujeres","2018","47,823.00"
"11 años","Andalucía","Mujeres","2017","46,906.00"
"11 años","Andalucía","Mujeres","2016","45,575.00"
"11 años","Andalucía","Mujeres","2015","45,023.00"
"11 años","Andalucía","Mujeres","2014","43,328.00"
"11 años","Andalucía","Mujeres","2013","43,582.00"
"11 años","Andalucía","Mujeres","2012","43,025.38"
"11 años","Andalucía","Mujeres","2011","42,524.25"
"11 años","Andalucía","Mujeres","2010","41,617.05"
"11 años","Aragón","Mujeres","2022","6,557.00"
"11 años","Aragón","Mujeres","2021","6,477.00"
"11 años","Aragón","Mujeres","2020","6,632.00"
"11 años","Aragón","Mujeres","2019","6,494.00"
"11 años","Aragón","Mujeres","2018","6,269.00"
"11 años","Aragón","Mujeres","2017","6,107.00"
"11 años","Aragón","Mujeres","2016","6,224.00"
"11 años","Aragón","Mujeres","2015","6,105.00"
"11 años","Aragón","Mujeres","2014","5,826.00"
"11 años","Aragón","Mujeres","2013","5,974.00"
"11 años","Aragón","Mujeres","2012","5,731.28"
"11 años","Aragón","Mujeres","2011","5,632.87"
"11 años","Aragón","Mujeres","2010","5,402.01"
"11 años","Asturias","Mujeres","2022","4,027.00"
"11 años","Asturias","Mujeres","2021","4,171.00"
"11 años","Asturias","Mujeres","2020","4,234.00"
"11 años","Asturias","Mujeres","2019","3,966.00"
"11 años","Asturias","Mujeres","2018","3,930.00"
"11 años","Asturias","Mujeres","2017","3,922.00"
"11 años","Asturias","Mujeres","2016","3,756.00"
"11 años","Asturias","Mujeres","2015","3,804.00"
"11 años","Asturias","Mujeres","2014","3,694.00"
"11 años","Asturias","Mujeres","2013","3,607.00"
"11 años","Asturias","Mujeres","2012","3,622.66"
"11 años","Asturias","Mujeres","2011","3,474.49"
"11 años","Asturias","Mujeres","2010","3,461.48"
"11 años","Balears","Mujeres","2022","6,068.00"
"11 años","Balears","Mujeres","2021","5,989.00"
"11 años","Balears","Mujeres","2020","6,175.00"
"11 años","Balears","Mujeres","2019","5,903.00"
"11 años","Balears","Mujeres","2018","5,902.00"
"11 años","Balears","Mujeres","2017","5,481.00"
"11 años","Balears","Mujeres","2016","5,629.00"
"11 años","Balears","Mujeres","2015","5,508.00"
"11 años","Balears","Mujeres","2014","5,368.00"
"11 años","Balears","Mujeres","2013","5,371.00"
"11 años","Balears","Mujeres","2012","5,260.69"
"11 años","Balears","Mujeres","2011","5,103.80"
"11 años","Balears","Mujeres","2010","4,952.62"
"11 años","Canarias","Mujeres","2022","9,741.00"
"11 años","Canarias","Mujeres","2021","10,078.00"
"11 años","Canarias","Mujeres","2020","10,740.00"
"11 años","Canarias","Mujeres","2019","10,573.00"
"11 años","Canarias","Mujeres","2018","10,725.00"
"11 años","Canarias","Mujeres","2017","10,594.00"
"11 años","Canarias","Mujeres","2016","10,700.00"
"11 años","Canarias","Mujeres","2015","10,417.00"
"11 años","Canarias","Mujeres","2014","10,305.00"
"11 años","Canarias","Mujeres","2013","10,492.00"
"11 años","Canarias","Mujeres","2012","10,370.70"
"11 años","Canarias","Mujeres","2011","10,510.77"
"11 años","Canarias","Mujeres","2010","9,743.19"
"11 años","Cantabria","Mujeres","2022","2,784.00"
"11 años","Cantabria","Mujeres","2021","2,825.00"
"11 años","Cantabria","Mujeres","2020","2,976.00"
"11 años","Cantabria","Mujeres","2019","2,752.00"
"11 años","Cantabria","Mujeres","2018","2,670.00"
"11 años","Cantabria","Mujeres","2017","2,781.00"
"11 años","Cantabria","Mujeres","2016","2,707.00"
"11 años","Cantabria","Mujeres","2015","2,625.00"
"11 años","Cantabria","Mujeres","2014","2,492.00"
"11 años","Cantabria","Mujeres","2013","2,416.00"
"11 años","Cantabria","Mujeres","2012","2,507.02"
"11 años","Cantabria","Mujeres","2011","2,324.21"
"11 años","Cantabria","Mujeres","2010","2,171.17"
"11 años","Castilla y León","Mujeres","2022","10,090.00"
"11 años","Castilla y León","Mujeres","2021","10,082.00"
"11 años","Castilla y León","Mujeres","2020","10,545.00"
"11 años","Castilla y León","Mujeres","2019","10,030.00"
"11 años","Castilla y León","Mujeres","2018","10,029.00"
"11 años","Castilla y León","Mujeres","2017","10,109.00"
"11 años","Castilla y León","Mujeres","2016","10,019.00"
"11 años","Castilla y León","Mujeres","2015","10,190.00"
"11 años","Castilla y León","Mujeres","2014","9,732.00"
"11 años","Castilla y León","Mujeres","2013","9,847.00"
"11 años","Castilla y León","Mujeres","2012","9,781.00"
"11 años","Castilla y León","Mujeres","2011","9,845.31"
"11 años","Castilla y León","Mujeres","2010","9,445.28"
"11 años","Castilla - La Mancha","Mujeres","2022","10,891.00"
"11 años","Castilla - La Mancha","Mujeres","2021","10,952.00"
"11 años","Castilla - La Mancha","Mujeres","2020","11,339.00"
"11 años","Castilla - La Mancha","Mujeres","2019","10,960.00"
"11 años","Castilla - La Mancha","Mujeres","2018","10,673.00"
"11 años","Castilla - La Mancha","Mujeres","2017","10,543.00"
"11 años","Castilla - La Mancha","Mujeres","2016","10,333.00"
"11 años","Castilla - La Mancha","Mujeres","2015","10,566.00"
"11 años","Castilla - La Mancha","Mujeres","2014","10,071.00"
"11 años","Castilla - La Mancha","Mujeres","2013","10,223.00"
"11 años","Castilla - La Mancha","Mujeres","2012","10,294.13"
"11 años","Castilla - La Mancha","Mujeres","2011","10,333.53"
"11 años","Castilla - La Mancha","Mujeres","2010","10,140.68"
"11 años","Cataluña","Mujeres","2022","41,138.00"
"11 años","Cataluña","Mujeres","2021","40,998.00"
"11 años","Cataluña","Mujeres","2020","42,879.00"
"11 años","Cataluña","Mujeres","2019","40,666.00"
"11 años","Cataluña","Mujeres","2018","40,412.00"
"11 años","Cataluña","Mujeres","2017","39,544.00"
"11 años","Cataluña","Mujeres","2016","39,046.00"
"11 años","Cataluña","Mujeres","2015","37,501.00"
"11 años","Cataluña","Mujeres","2014","36,070.00"
"11 años","Cataluña","Mujeres","2013","35,557.00"
"11 años","Cataluña","Mujeres","2012","35,996.14"
"11 años","Cataluña","Mujeres","2011","34,572.66"
"11 años","Cataluña","Mujeres","2010","32,503.74"
"11 años","Comunitat Valenciana","Mujeres","2022","26,084.00"
"11 años","Comunitat Valenciana","Mujeres","2021","26,274.00"
"11 años","Comunitat Valenciana","Mujeres","2020","27,867.00"
"11 años","Comunitat Valenciana","Mujeres","2019","26,787.00"
"11 años","Comunitat Valenciana","Mujeres","2018","26,321.00"
"11 años","Comunitat Valenciana","Mujeres","2017","25,770.00"
"11 años","Comunitat Valenciana","Mujeres","2016","25,024.00"
"11 años","Comunitat Valenciana","Mujeres","2015","25,004.00"
"11 años","Comunitat Valenciana","Mujeres","2014","23,708.00"
"11 años","Comunitat Valenciana","Mujeres","2013","23,701.00"
"11 años","Comunitat Valenciana","Mujeres","2012","23,805.48"
"11 años","Comunitat Valenciana","Mujeres","2011","23,358.05"
"11 años","Comunitat Valenciana","Mujeres","2010","22,310.63"
"11 años","Extremadura","Mujeres","2022","4,990.00"
"11 años","Extremadura","Mujeres","2021","5,100.00"
"11 años","Extremadura","Mujeres","2020","5,312.00"
"11 años","Extremadura","Mujeres","2019","5,095.00"
"11 años","Extremadura","Mujeres","2018","5,204.00"
"11 años","Extremadura","Mujeres","2017","5,151.00"
"11 años","Extremadura","Mujeres","2016","5,136.00"
"11 años","Extremadura","Mujeres","2015","5,196.00"
"11 años","Extremadura","Mujeres","2014","5,162.00"
"11 años","Extremadura","Mujeres","2013","5,220.00"
"11 años","Extremadura","Mujeres","2012","5,286.55"
"11 años","Extremadura","Mujeres","2011","5,312.47"
"11 años","Extremadura","Mujeres","2010","5,206.04"
"11 años","Galicia","Mujeres","2022","11,139.00"
"11 años","Galicia","Mujeres","2021","11,465.00"
"11 años","Galicia","Mujeres","2020","11,810.00"
"11 años","Galicia","Mujeres","2019","11,150.00"
"11 años","Galicia","Mujeres","2018","10,969.00"
"11 años","Galicia","Mujeres","2017","10,955.00"
"11 años","Galicia","Mujeres","2016","10,737.00"
"11 años","Galicia","Mujeres","2015","10,673.00"
"11 años","Galicia","Mujeres","2014","10,176.00"
"11 años","Galicia","Mujeres","2013","10,287.00"
"11 años","Galicia","Mujeres","2012","10,324.98"
"11 años","Galicia","Mujeres","2011","10,084.85"
"11 años","Galicia","Mujeres","2010","9,853.02"
"11 años","Madrid","Mujeres","2022","35,037.00"
"11 años","Madrid","Mujeres","2021","35,259.00"
"11 años","Madrid","Mujeres","2020","36,447.00"
"11 años","Madrid","Mujeres","2019","34,624.00"
"11 años","Madrid","Mujeres","2018","33,875.00"
"11 años","Madrid","Mujeres","2017","33,096.00"
"11 años","Madrid","Mujeres","2016","32,701.00"
"11 años","Madrid","Mujeres","2015","32,257.00"
"11 años","Madrid","Mujeres","2014","30,893.00"
"11 años","Madrid","Mujeres","2013","30,546.00"
"11 años","Madrid","Mujeres","2012","29,822.82"
"11 años","Madrid","Mujeres","2011","28,682.12"
"11 años","Madrid","Mujeres","2010","27,510.20"
"11 años","Murcia","Mujeres","2022","8,903.00"
"11 años","Murcia","Mujeres","2021","8,994.00"
"11 años","Murcia","Mujeres","2020","9,353.00"
"11 años","Murcia","Mujeres","2019","8,990.00"
"11 años","Murcia","Mujeres","2018","8,787.00"
"11 años","Murcia","Mujeres","2017","8,561.00"
"11 años","Murcia","Mujeres","2016","8,352.00"
"11 años","Murcia","Mujeres","2015","8,339.00"
"11 años","Murcia","Mujeres","2014","8,041.00"
"11 años","Murcia","Mujeres","2013","8,204.00"
"11 años","Murcia","Mujeres","2012","7,954.73"
"11 años","Murcia","Mujeres","2011","7,675.11"
"11 años","Murcia","Mujeres","2010","7,617.30"
"11 años","Navarra","Mujeres","2022","3,577.00"
"11 años","Navarra","Mujeres","2021","3,628.00"
"11 años","Navarra","Mujeres","2020","3,569.00"
"11 años","Navarra","Mujeres","2019","3,451.00"
"11 años","Navarra","Mujeres","2018","3,474.00"
"11 años","Navarra","Mujeres","2017","3,292.00"
"11 años","Navarra","Mujeres","2016","3,221.00"
"11 años","Navarra","Mujeres","2015","3,367.00"
"11 años","Navarra","Mujeres","2014","3,148.00"
"11 años","Navarra","Mujeres","2013","3,167.00"
"11 años","Navarra","Mujeres","2012","3,094.63"
"11 años","Navarra","Mujeres","2011","2,931.40"
"11 años","Navarra","Mujeres","2010","2,967.92"
"11 años","País Vasco","Mujeres","2022","10,888.00"
"11 años","País Vasco","Mujeres","2021","10,462.00"
"11 años","País Vasco","Mujeres","2020","10,824.00"
"11 años","País Vasco","Mujeres","2019","10,430.00"
"11 años","País Vasco","Mujeres","2018","10,272.00"
"11 años","País Vasco","Mujeres","2017","10,175.00"
"11 años","País Vasco","Mujeres","2016","10,141.00"
"11 años","País Vasco","Mujeres","2015","9,914.00"
"11 años","País Vasco","Mujeres","2014","9,523.00"
"11 años","País Vasco","Mujeres","2013","9,065.00"
"11 años","País Vasco","Mujeres","2012","9,089.78"
"11 años","País Vasco","Mujeres","2011","9,032.99"
"11 años","País Vasco","Mujeres","2010","8,417.47"
"11 años","Rioja","Mujeres","2022","1,647.00"
"11 años","Rioja","Mujeres","2021","1,630.00"
"11 años","Rioja","Mujeres","2020","1,663.00"
"11 años","Rioja","Mujeres","2019","1,577.00"
"11 años","Rioja","Mujeres","2018","1,525.00"
"11 años","Rioja","Mujeres","2017","1,577.00"
"11 años","Rioja","Mujeres","2016","1,585.00"
"11 años","Rioja","Mujeres","2015","1,595.00"
"11 años","Rioja","Mujeres","2014","1,427.00"
"11 años","Rioja","Mujeres","2013","1,407.00"
"11 años","Rioja","Mujeres","2012","1,418.95"
"11 años","Rioja","Mujeres","2011","1,444.52"
"11 años","Rioja","Mujeres","2010","1,393.65"
"11 años","Ceuta","Mujeres","2022","585"
"11 años","Ceuta","Mujeres","2021","599"
"11 años","Ceuta","Mujeres","2020","673"
"11 años","Ceuta","Mujeres","2019","632"
"11 años","Ceuta","Mujeres","2018","615"
"11 años","Ceuta","Mujeres","2017","591"
"11 años","Ceuta","Mujeres","2016","586"
"11 años","Ceuta","Mujeres","2015","566"
"11 años","Ceuta","Mujeres","2014","565"
"11 años","Ceuta","Mujeres","2013","503"
"11 años","Ceuta","Mujeres","2012","522.89"
"11 años","Ceuta","Mujeres","2011","549.48"
"11 años","Ceuta","Mujeres","2010","465.14"
"11 años","Melilla","Mujeres","2022","659"
"11 años","Melilla","Mujeres","2021","613"
"11 años","Melilla","Mujeres","2020","638"
"11 años","Melilla","Mujeres","2019","567"
"11 años","Melilla","Mujeres","2018","634"
"11 años","Melilla","Mujeres","2017","577"
"11 años","Melilla","Mujeres","2016","576"
"11 años","Melilla","Mujeres","2015","623"
"11 años","Melilla","Mujeres","2014","577"
"11 años","Melilla","Mujeres","2013","590"
"11 años","Melilla","Mujeres","2012","556.32"
"11 años","Melilla","Mujeres","2011","514.37"
"11 años","Melilla","Mujeres","2010","521.59"
"12 años","Andalucía","Mujeres","2022","46,973.00"
"12 años","Andalucía","Mujeres","2021","49,422.00"
"12 años","Andalucía","Mujeres","2020","47,925.00"
"12 años","Andalucía","Mujeres","2019","47,956.00"
"12 años","Andalucía","Mujeres","2018","46,882.00"
"12 años","Andalucía","Mujeres","2017","45,549.00"
"12 años","Andalucía","Mujeres","2016","44,998.00"
"12 años","Andalucía","Mujeres","2015","43,302.00"
"12 años","Andalucía","Mujeres","2014","43,466.00"
"12 años","Andalucía","Mujeres","2013","43,050.00"
"12 años","Andalucía","Mujeres","2012","42,690.28"
"12 años","Andalucía","Mujeres","2011","41,752.78"
"12 años","Andalucía","Mujeres","2010","41,735.06"
"12 años","Aragón","Mujeres","2022","6,531.00"
"12 años","Aragón","Mujeres","2021","6,665.00"
"12 años","Aragón","Mujeres","2020","6,558.00"
"12 años","Aragón","Mujeres","2019","6,296.00"
"12 años","Aragón","Mujeres","2018","6,112.00"
"12 años","Aragón","Mujeres","2017","6,228.00"
"12 años","Aragón","Mujeres","2016","6,089.00"
"12 años","Aragón","Mujeres","2015","5,811.00"
"12 años","Aragón","Mujeres","2014","5,966.00"
"12 años","Aragón","Mujeres","2013","5,707.00"
"12 años","Aragón","Mujeres","2012","5,657.20"
"12 años","Aragón","Mujeres","2011","5,414.50"
"12 años","Aragón","Mujeres","2010","5,578.74"
"12 años","Asturias","Mujeres","2022","4,183.00"
"12 años","Asturias","Mujeres","2021","4,245.00"
"12 años","Asturias","Mujeres","2020","3,990.00"
"12 años","Asturias","Mujeres","2019","3,946.00"
