"edad","comunidad","sexo","fecha","Total"
"10 años","Cataluña","Hombres","2014","40,150.00"
"10 años","Cataluña","Hombres","2013","38,543.00"
"10 años","Cataluña","Hombres","2012","37,727.96"
"10 años","Cataluña","Hombres","2011","37,704.06"
"10 años","Cataluña","Hombres","2010","36,079.07"
"10 años","Comunitat Valenciana","Hombres","2022","27,193.00"
"10 años","Comunitat Valenciana","Hombres","2021","27,629.00"
"10 años","Comunitat Valenciana","Hombres","2020","27,927.00"
"10 años","Comunitat Valenciana","Hombres","2019","29,293.00"
"10 años","Comunitat Valenciana","Hombres","2018","28,225.00"
"10 años","Comunitat Valenciana","Hombres","2017","27,630.00"
"10 años","Comunitat Valenciana","Hombres","2016","26,895.00"
"10 años","Comunitat Valenciana","Hombres","2015","26,904.00"
"10 años","Comunitat Valenciana","Hombres","2014","26,250.00"
"10 años","Comunitat Valenciana","Hombres","2013","25,343.00"
"10 años","Comunitat Valenciana","Hombres","2012","25,197.40"
"10 años","Comunitat Valenciana","Hombres","2011","25,048.03"
"10 años","Comunitat Valenciana","Hombres","2010","24,064.51"
"10 años","Extremadura","Hombres","2022","5,305.00"
"10 años","Extremadura","Hombres","2021","5,213.00"
"10 años","Extremadura","Hombres","2020","5,467.00"
"10 años","Extremadura","Hombres","2019","5,711.00"
"10 años","Extremadura","Hombres","2018","5,475.00"
"10 años","Extremadura","Hombres","2017","5,369.00"
"10 años","Extremadura","Hombres","2016","5,368.00"
"10 años","Extremadura","Hombres","2015","5,345.00"
"10 años","Extremadura","Hombres","2014","5,461.00"
"10 años","Extremadura","Hombres","2013","5,429.00"
"10 años","Extremadura","Hombres","2012","5,519.57"
"10 años","Extremadura","Hombres","2011","5,596.39"
"10 años","Extremadura","Hombres","2010","5,540.74"
"10 años","Galicia","Hombres","2022","11,708.00"
"10 años","Galicia","Hombres","2021","11,950.00"
"10 años","Galicia","Hombres","2020","12,103.00"
"10 años","Galicia","Hombres","2019","12,400.00"
"10 años","Galicia","Hombres","2018","11,706.00"
"10 años","Galicia","Hombres","2017","11,625.00"
"10 años","Galicia","Hombres","2016","11,547.00"
"10 años","Galicia","Hombres","2015","11,477.00"
"10 años","Galicia","Hombres","2014","11,371.00"
"10 años","Galicia","Hombres","2013","10,795.00"
"10 años","Galicia","Hombres","2012","10,964.43"
"10 años","Galicia","Hombres","2011","11,064.05"
"10 años","Galicia","Hombres","2010","10,603.92"
"10 años","Madrid","Hombres","2022","36,417.00"
"10 años","Madrid","Hombres","2021","36,722.00"
"10 años","Madrid","Hombres","2020","37,673.00"
"10 años","Madrid","Hombres","2019","38,269.00"
"10 años","Madrid","Hombres","2018","36,512.00"
"10 años","Madrid","Hombres","2017","35,526.00"
"10 años","Madrid","Hombres","2016","34,307.00"
"10 años","Madrid","Hombres","2015","34,934.00"
"10 años","Madrid","Hombres","2014","33,929.00"
"10 años","Madrid","Hombres","2013","32,654.00"
"10 años","Madrid","Hombres","2012","31,874.95"
"10 años","Madrid","Hombres","2011","31,515.33"
"10 años","Madrid","Hombres","2010","30,307.25"
"10 años","Murcia","Hombres","2022","9,301.00"
"10 años","Murcia","Hombres","2021","9,364.00"
"10 años","Murcia","Hombres","2020","9,505.00"
"10 años","Murcia","Hombres","2019","9,839.00"
"10 años","Murcia","Hombres","2018","9,475.00"
"10 años","Murcia","Hombres","2017","9,444.00"
"10 años","Murcia","Hombres","2016","9,130.00"
"10 años","Murcia","Hombres","2015","9,036.00"
"10 años","Murcia","Hombres","2014","9,057.00"
"10 años","Murcia","Hombres","2013","8,663.00"
"10 años","Murcia","Hombres","2012","8,502.61"
"10 años","Murcia","Hombres","2011","8,428.18"
"10 años","Murcia","Hombres","2010","8,028.84"
"10 años","Navarra","Hombres","2022","3,833.00"
"10 años","Navarra","Hombres","2021","3,749.00"
"10 años","Navarra","Hombres","2020","3,744.00"
"10 años","Navarra","Hombres","2019","3,886.00"
"10 años","Navarra","Hombres","2018","3,586.00"
"10 años","Navarra","Hombres","2017","3,550.00"
"10 años","Navarra","Hombres","2016","3,390.00"
"10 años","Navarra","Hombres","2015","3,582.00"
"10 años","Navarra","Hombres","2014","3,433.00"
"10 años","Navarra","Hombres","2013","3,252.00"
"10 años","Navarra","Hombres","2012","3,322.21"
"10 años","Navarra","Hombres","2011","3,203.37"
"10 años","Navarra","Hombres","2010","3,188.34"
"10 años","País Vasco","Hombres","2022","11,112.00"
"10 años","País Vasco","Hombres","2021","11,277.00"
"10 años","País Vasco","Hombres","2020","11,300.00"
"10 años","País Vasco","Hombres","2019","11,495.00"
"10 años","País Vasco","Hombres","2018","11,059.00"
"10 años","País Vasco","Hombres","2017","10,866.00"
"10 años","País Vasco","Hombres","2016","10,622.00"
"10 años","País Vasco","Hombres","2015","10,586.00"
"10 años","País Vasco","Hombres","2014","10,478.00"
"10 años","País Vasco","Hombres","2013","9,755.00"
"10 años","País Vasco","Hombres","2012","9,816.59"
"10 años","País Vasco","Hombres","2011","9,649.52"
"10 años","País Vasco","Hombres","2010","9,327.99"
"10 años","Rioja","Hombres","2022","1,681.00"
"10 años","Rioja","Hombres","2021","1,793.00"
"10 años","Rioja","Hombres","2020","1,693.00"
"10 años","Rioja","Hombres","2019","1,776.00"
"10 años","Rioja","Hombres","2018","1,699.00"
"10 años","Rioja","Hombres","2017","1,631.00"
"10 años","Rioja","Hombres","2016","1,626.00"
"10 años","Rioja","Hombres","2015","1,665.00"
"10 años","Rioja","Hombres","2014","1,603.00"
"10 años","Rioja","Hombres","2013","1,517.00"
"10 años","Rioja","Hombres","2012","1,528.73"
"10 años","Rioja","Hombres","2011","1,532.03"
"10 años","Rioja","Hombres","2010","1,490.82"
"10 años","Ceuta","Hombres","2022","603"
"10 años","Ceuta","Hombres","2021","667"
"10 años","Ceuta","Hombres","2020","655"
"10 años","Ceuta","Hombres","2019","622"
"10 años","Ceuta","Hombres","2018","648"
"10 años","Ceuta","Hombres","2017","597"
"10 años","Ceuta","Hombres","2016","639"
"10 años","Ceuta","Hombres","2015","642"
"10 años","Ceuta","Hombres","2014","609"
"10 años","Ceuta","Hombres","2013","526"
"10 años","Ceuta","Hombres","2012","549.29"
"10 años","Ceuta","Hombres","2011","500.36"
"10 años","Ceuta","Hombres","2010","510.46"
"10 años","Melilla","Hombres","2022","731"
"10 años","Melilla","Hombres","2021","667"
"10 años","Melilla","Hombres","2020","698"
"10 años","Melilla","Hombres","2019","694"
"10 años","Melilla","Hombres","2018","650"
"10 años","Melilla","Hombres","2017","650"
"10 años","Melilla","Hombres","2016","602"
"10 años","Melilla","Hombres","2015","587"
"10 años","Melilla","Hombres","2014","643"
"10 años","Melilla","Hombres","2013","590"
"10 años","Melilla","Hombres","2012","607.39"
"10 años","Melilla","Hombres","2011","631.37"
"10 años","Melilla","Hombres","2010","547.26"
"11 años","Andalucía","Hombres","2022","48,527.00"
"11 años","Andalucía","Hombres","2021","49,532.00"
"11 años","Andalucía","Hombres","2020","52,507.00"
"11 años","Andalucía","Hombres","2019","50,481.00"
"11 años","Andalucía","Hombres","2018","50,952.00"
"11 años","Andalucía","Hombres","2017","49,166.00"
"11 años","Andalucía","Hombres","2016","48,370.00"
"11 años","Andalucía","Hombres","2015","47,115.00"
"11 años","Andalucía","Hombres","2014","45,801.00"
"11 años","Andalucía","Hombres","2013","45,840.00"
"11 años","Andalucía","Hombres","2012","46,733.07"
"11 años","Andalucía","Hombres","2011","45,572.82"
"11 años","Andalucía","Hombres","2010","44,227.00"
"11 años","Aragón","Hombres","2022","6,862.00"
"11 años","Aragón","Hombres","2021","6,910.00"
"11 años","Aragón","Hombres","2020","7,222.00"
"11 años","Aragón","Hombres","2019","6,892.00"
"11 años","Aragón","Hombres","2018","6,778.00"
"11 años","Aragón","Hombres","2017","6,515.00"
"11 años","Aragón","Hombres","2016","6,460.00"
"11 años","Aragón","Hombres","2015","6,398.00"
"11 años","Aragón","Hombres","2014","6,191.00"
"11 años","Aragón","Hombres","2013","6,232.00"
"11 años","Aragón","Hombres","2012","6,194.62"
"11 años","Aragón","Hombres","2011","6,040.36"
"11 años","Aragón","Hombres","2010","5,960.37"
"11 años","Asturias","Hombres","2022","4,049.00"
"11 años","Asturias","Hombres","2021","4,390.00"
"11 años","Asturias","Hombres","2020","4,295.00"
"11 años","Asturias","Hombres","2019","4,254.00"
"11 años","Asturias","Hombres","2018","4,210.00"
"11 años","Asturias","Hombres","2017","4,141.00"
"11 años","Asturias","Hombres","2016","4,070.00"
"11 años","Asturias","Hombres","2015","3,897.00"
"11 años","Asturias","Hombres","2014","3,754.00"
"11 años","Asturias","Hombres","2013","3,940.00"
"11 años","Asturias","Hombres","2012","3,871.80"
"11 años","Asturias","Hombres","2011","3,806.94"
"11 años","Asturias","Hombres","2010","3,610.43"
"11 años","Balears","Hombres","2022","6,380.00"
"11 años","Balears","Hombres","2021","6,318.00"
"11 años","Balears","Hombres","2020","6,834.00"
"11 años","Balears","Hombres","2019","6,444.00"
"11 años","Balears","Hombres","2018","6,330.00"
"11 años","Balears","Hombres","2017","6,138.00"
"11 años","Balears","Hombres","2016","5,949.00"
"11 años","Balears","Hombres","2015","5,789.00"
"11 años","Balears","Hombres","2014","5,794.00"
"11 años","Balears","Hombres","2013","5,554.00"
"11 años","Balears","Hombres","2012","5,594.21"
"11 años","Balears","Hombres","2011","5,395.41"
"11 años","Balears","Hombres","2010","5,282.93"
"11 años","Canarias","Hombres","2022","10,288.00"
"11 años","Canarias","Hombres","2021","10,637.00"
"11 años","Canarias","Hombres","2020","11,346.00"
"11 años","Canarias","Hombres","2019","11,348.00"
"11 años","Canarias","Hombres","2018","11,265.00"
"11 años","Canarias","Hombres","2017","11,203.00"
"11 años","Canarias","Hombres","2016","11,112.00"
"11 años","Canarias","Hombres","2015","11,124.00"
"11 años","Canarias","Hombres","2014","10,995.00"
"11 años","Canarias","Hombres","2013","11,110.00"
"11 años","Canarias","Hombres","2012","11,110.39"
"11 años","Canarias","Hombres","2011","10,987.08"
"11 años","Canarias","Hombres","2010","10,356.83"
"11 años","Cantabria","Hombres","2022","2,993.00"
"11 años","Cantabria","Hombres","2021","3,015.00"
"11 años","Cantabria","Hombres","2020","3,078.00"
"11 años","Cantabria","Hombres","2019","2,878.00"
"11 años","Cantabria","Hombres","2018","2,909.00"
"11 años","Cantabria","Hombres","2017","2,881.00"
"11 años","Cantabria","Hombres","2016","2,775.00"
"11 años","Cantabria","Hombres","2015","2,772.00"
"11 años","Cantabria","Hombres","2014","2,610.00"
"11 años","Cantabria","Hombres","2013","2,510.00"
"11 años","Cantabria","Hombres","2012","2,600.04"
"11 años","Cantabria","Hombres","2011","2,454.10"
"11 años","Cantabria","Hombres","2010","2,329.47"
"11 años","Castilla y León","Hombres","2022","10,710.00"
"11 años","Castilla y León","Hombres","2021","10,687.00"
"11 años","Castilla y León","Hombres","2020","11,121.00"
"11 años","Castilla y León","Hombres","2019","10,740.00"
"11 años","Castilla y León","Hombres","2018","10,594.00"
"11 años","Castilla y León","Hombres","2017","10,616.00"
"11 años","Castilla y León","Hombres","2016","10,604.00"
"11 años","Castilla y León","Hombres","2015","10,309.00"
"11 años","Castilla y León","Hombres","2014","10,439.00"
"11 años","Castilla y León","Hombres","2013","10,226.00"
"11 años","Castilla y León","Hombres","2012","10,673.04"
"11 años","Castilla y León","Hombres","2011","10,217.05"
"11 años","Castilla y León","Hombres","2010","10,090.99"
"11 años","Castilla - La Mancha","Hombres","2022","11,448.00"
"11 años","Castilla - La Mancha","Hombres","2021","11,688.00"
"11 años","Castilla - La Mancha","Hombres","2020","12,168.00"
"11 años","Castilla - La Mancha","Hombres","2019","11,374.00"
"11 años","Castilla - La Mancha","Hombres","2018","11,581.00"
"11 años","Castilla - La Mancha","Hombres","2017","11,072.00"
"11 años","Castilla - La Mancha","Hombres","2016","11,217.00"
"11 años","Castilla - La Mancha","Hombres","2015","11,019.00"
"11 años","Castilla - La Mancha","Hombres","2014","10,813.00"
"11 años","Castilla - La Mancha","Hombres","2013","10,778.00"
"11 años","Castilla - La Mancha","Hombres","2012","11,046.62"
"11 años","Castilla - La Mancha","Hombres","2011","10,922.49"
"11 años","Castilla - La Mancha","Hombres","2010","10,557.97"
"11 años","Cataluña","Hombres","2022","44,033.00"
"11 años","Cataluña","Hombres","2021","44,405.00"
"11 años","Cataluña","Hombres","2020","45,608.00"
"11 años","Cataluña","Hombres","2019","43,492.00"
"11 años","Cataluña","Hombres","2018","43,048.00"
"11 años","Cataluña","Hombres","2017","42,172.00"
"11 años","Cataluña","Hombres","2016","41,177.00"
"11 años","Cataluña","Hombres","2015","39,997.00"
"11 años","Cataluña","Hombres","2014","38,276.00"
"11 años","Cataluña","Hombres","2013","37,542.00"
"11 años","Cataluña","Hombres","2012","37,851.19"
"11 años","Cataluña","Hombres","2011","36,235.92"
"11 años","Cataluña","Hombres","2010","35,068.68"
"11 años","Comunitat Valenciana","Hombres","2022","27,948.00"
"11 años","Comunitat Valenciana","Hombres","2021","28,120.00"
"11 años","Comunitat Valenciana","Hombres","2020","29,701.00"
"11 años","Comunitat Valenciana","Hombres","2019","28,427.00"
"11 años","Comunitat Valenciana","Hombres","2018","27,718.00"
"11 años","Comunitat Valenciana","Hombres","2017","26,920.00"
"11 años","Comunitat Valenciana","Hombres","2016","26,899.00"
"11 años","Comunitat Valenciana","Hombres","2015","26,197.00"
"11 años","Comunitat Valenciana","Hombres","2014","25,238.00"
"11 años","Comunitat Valenciana","Hombres","2013","25,118.00"
"11 años","Comunitat Valenciana","Hombres","2012","25,083.25"
"11 años","Comunitat Valenciana","Hombres","2011","24,097.55"
"11 años","Comunitat Valenciana","Hombres","2010","23,715.24"
"11 años","Extremadura","Hombres","2022","5,216.00"
"11 años","Extremadura","Hombres","2021","5,483.00"
"11 años","Extremadura","Hombres","2020","5,721.00"
"11 años","Extremadura","Hombres","2019","5,478.00"
"11 años","Extremadura","Hombres","2018","5,373.00"
"11 años","Extremadura","Hombres","2017","5,340.00"
"11 años","Extremadura","Hombres","2016","5,327.00"
"11 años","Extremadura","Hombres","2015","5,459.00"
"11 años","Extremadura","Hombres","2014","5,420.00"
"11 años","Extremadura","Hombres","2013","5,519.00"
"11 años","Extremadura","Hombres","2012","5,619.16"
"11 años","Extremadura","Hombres","2011","5,580.24"
"11 años","Extremadura","Hombres","2010","5,561.73"
"11 años","Galicia","Hombres","2022","12,032.00"
"11 años","Galicia","Hombres","2021","12,167.00"
"11 años","Galicia","Hombres","2020","12,503.00"
"11 años","Galicia","Hombres","2019","11,767.00"
"11 años","Galicia","Hombres","2018","11,679.00"
"11 años","Galicia","Hombres","2017","11,555.00"
"11 años","Galicia","Hombres","2016","11,471.00"
"11 años","Galicia","Hombres","2015","11,357.00"
"11 años","Galicia","Hombres","2014","10,780.00"
"11 años","Galicia","Hombres","2013","10,965.00"
"11 años","Galicia","Hombres","2012","11,122.54"
"11 años","Galicia","Hombres","2011","10,693.63"
"11 años","Galicia","Hombres","2010","10,522.20"
"11 años","Madrid","Hombres","2022","36,827.00"
"11 años","Madrid","Hombres","2021","37,697.00"
"11 años","Madrid","Hombres","2020","38,524.00"
"11 años","Madrid","Hombres","2019","36,709.00"
"11 años","Madrid","Hombres","2018","35,594.00"
"11 años","Madrid","Hombres","2017","34,469.00"
"11 años","Madrid","Hombres","2016","34,925.00"
"11 años","Madrid","Hombres","2015","33,811.00"
"11 años","Madrid","Hombres","2014","32,411.00"
"11 años","Madrid","Hombres","2013","31,708.00"
"11 años","Madrid","Hombres","2012","31,577.61"
"11 años","Madrid","Hombres","2011","30,247.48"
"11 años","Madrid","Hombres","2010","29,151.22"
"11 años","Murcia","Hombres","2022","9,476.00"
"11 años","Murcia","Hombres","2021","9,583.00"
"11 años","Murcia","Hombres","2020","9,910.00"
"11 años","Murcia","Hombres","2019","9,527.00"
"11 años","Murcia","Hombres","2018","9,466.00"
"11 años","Murcia","Hombres","2017","9,158.00"
"11 años","Murcia","Hombres","2016","8,996.00"
"11 años","Murcia","Hombres","2015","9,052.00"
"11 años","Murcia","Hombres","2014","8,645.00"
"11 años","Murcia","Hombres","2013","8,466.00"
"11 años","Murcia","Hombres","2012","8,453.00"
"11 años","Murcia","Hombres","2011","8,042.32"
"11 años","Murcia","Hombres","2010","8,067.69"
"11 años","Navarra","Hombres","2022","3,770.00"
"11 años","Navarra","Hombres","2021","3,778.00"
"11 años","Navarra","Hombres","2020","3,927.00"
"11 años","Navarra","Hombres","2019","3,614.00"
"11 años","Navarra","Hombres","2018","3,580.00"
"11 años","Navarra","Hombres","2017","3,420.00"
"11 años","Navarra","Hombres","2016","3,602.00"
"11 años","Navarra","Hombres","2015","3,444.00"
"11 años","Navarra","Hombres","2014","3,271.00"
"11 años","Navarra","Hombres","2013","3,329.00"
"11 años","Navarra","Hombres","2012","3,223.27"
"11 años","Navarra","Hombres","2011","3,226.34"
"11 años","Navarra","Hombres","2010","3,126.67"
"11 años","País Vasco","Hombres","2022","11,254.00"
"11 años","País Vasco","Hombres","2021","11,334.00"
"11 años","País Vasco","Hombres","2020","11,564.00"
"11 años","País Vasco","Hombres","2019","11,087.00"
"11 años","País Vasco","Hombres","2018","10,914.00"
"11 años","País Vasco","Hombres","2017","10,658.00"
"11 años","País Vasco","Hombres","2016","10,618.00"
"11 años","País Vasco","Hombres","2015","10,518.00"
"11 años","País Vasco","Hombres","2014","9,772.00"
"11 años","País Vasco","Hombres","2013","9,820.00"
"11 años","País Vasco","Hombres","2012","9,699.60"
"11 años","País Vasco","Hombres","2011","9,357.15"
"11 años","País Vasco","Hombres","2010","8,957.90"
"11 años","Rioja","Hombres","2022","1,818.00"
"11 años","Rioja","Hombres","2021","1,701.00"
"11 años","Rioja","Hombres","2020","1,793.00"
"11 años","Rioja","Hombres","2019","1,700.00"
"11 años","Rioja","Hombres","2018","1,636.00"
"11 años","Rioja","Hombres","2017","1,622.00"
"11 años","Rioja","Hombres","2016","1,657.00"
"11 años","Rioja","Hombres","2015","1,596.00"
"11 años","Rioja","Hombres","2014","1,510.00"
"11 años","Rioja","Hombres","2013","1,512.00"
"11 años","Rioja","Hombres","2012","1,544.53"
"11 años","Rioja","Hombres","2011","1,512.72"
"11 años","Rioja","Hombres","2010","1,470.22"
"11 años","Ceuta","Hombres","2022","641"
"11 años","Ceuta","Hombres","2021","642"
"11 años","Ceuta","Hombres","2020","620"
"11 años","Ceuta","Hombres","2019","634"
"11 años","Ceuta","Hombres","2018","591"
"11 años","Ceuta","Hombres","2017","645"
"11 años","Ceuta","Hombres","2016","633"
"11 años","Ceuta","Hombres","2015","611"
"11 años","Ceuta","Hombres","2014","527"
"11 años","Ceuta","Hombres","2013","544"
"11 años","Ceuta","Hombres","2012","510.56"
"11 años","Ceuta","Hombres","2011","515.1"
"11 años","Ceuta","Hombres","2010","503.71"
"11 años","Melilla","Hombres","2022","640"
"11 años","Melilla","Hombres","2021","694"
"11 años","Melilla","Hombres","2020","697"
"11 años","Melilla","Hombres","2019","635"
"11 años","Melilla","Hombres","2018","648"
"11 años","Melilla","Hombres","2017","594"
"11 años","Melilla","Hombres","2016","574"
"11 años","Melilla","Hombres","2015","635"
"11 años","Melilla","Hombres","2014","610"
"11 años","Melilla","Hombres","2013","606"
"11 años","Melilla","Hombres","2012","641.93"
"11 años","Melilla","Hombres","2011","550.47"
"11 años","Melilla","Hombres","2010","546.71"
"12 años","Andalucía","Hombres","2022","49,749.00"
"12 años","Andalucía","Hombres","2021","52,694.00"
"12 años","Andalucía","Hombres","2020","50,714.00"
"12 años","Andalucía","Hombres","2019","51,048.00"
"12 años","Andalucía","Hombres","2018","49,157.00"
"12 años","Andalucía","Hombres","2017","48,355.00"
"12 años","Andalucía","Hombres","2016","47,093.00"
"12 años","Andalucía","Hombres","2015","45,742.00"
"12 años","Andalucía","Hombres","2014","45,819.00"
"12 años","Andalucía","Hombres","2013","46,633.00"
"12 años","Andalucía","Hombres","2012","45,769.86"
"12 años","Andalucía","Hombres","2011","44,435.76"
"12 años","Andalucía","Hombres","2010","43,994.71"
"12 años","Aragón","Hombres","2022","6,971.00"
"12 años","Aragón","Hombres","2021","7,273.00"
"12 años","Aragón","Hombres","2020","6,972.00"
"12 años","Aragón","Hombres","2019","6,796.00"
"12 años","Aragón","Hombres","2018","6,529.00"
"12 años","Aragón","Hombres","2017","6,462.00"
"12 años","Aragón","Hombres","2016","6,386.00"
"12 años","Aragón","Hombres","2015","6,171.00"
"12 años","Aragón","Hombres","2014","6,229.00"
"12 años","Aragón","Hombres","2013","6,220.00"
"12 años","Aragón","Hombres","2012","6,063.02"
"12 años","Aragón","Hombres","2011","5,994.31"
"12 años","Aragón","Hombres","2010","5,841.10"
"12 años","Asturias","Hombres","2022","4,408.00"
"12 años","Asturias","Hombres","2021","4,326.00"
"12 años","Asturias","Hombres","2020","4,288.00"
"12 años","Asturias","Hombres","2019","4,220.00"
"12 años","Asturias","Hombres","2018","4,151.00"
"12 años","Asturias","Hombres","2017","4,096.00"
"12 años","Asturias","Hombres","2016","3,918.00"
"12 años","Asturias","Hombres","2015","3,761.00"
"12 años","Asturias","Hombres","2014","3,952.00"
"12 años","Asturias","Hombres","2013","3,888.00"
"12 años","Asturias","Hombres","2012","3,846.19"
"12 años","Asturias","Hombres","2011","3,641.78"
"12 años","Asturias","Hombres","2010","3,709.04"
"12 años","Balears","Hombres","2022","6,336.00"
"12 años","Balears","Hombres","2021","6,856.00"
"12 años","Balears","Hombres","2020","6,484.00"
"12 años","Balears","Hombres","2019","6,354.00"
"12 años","Balears","Hombres","2018","6,138.00"
"12 años","Balears","Hombres","2017","5,977.00"
"12 años","Balears","Hombres","2016","5,799.00"
"12 años","Balears","Hombres","2015","5,798.00"
"12 años","Balears","Hombres","2014","5,550.00"
"12 años","Balears","Hombres","2013","5,624.00"
"12 años","Balears","Hombres","2012","5,414.02"
"12 años","Balears","Hombres","2011","5,311.64"
