"Comunidad","Sexo","edad","Fecha","Total"
"Cantabria","Mujeres","De 15 a 19 años","2010","127.49"
"Cantabria","Mujeres","De 20 a 24 años","2010","119.61"
"Cantabria","Mujeres","De 25 a 29 años","2010","80.92"
"Cantabria","Mujeres","De 30 a 34 años","2010","60.68"
"Cantabria","Mujeres","De 35 a 39 años","2010","55.05"
"Cantabria","Mujeres","De 40 a 44 años","2010","47.51"
"Cantabria","Mujeres","De 45 a 49 años","2010","45.41"
"Cantabria","Mujeres","De 50 a 54 años","2010","57.31"
"Cantabria","Mujeres","De 55 a 59 años","2010","45.03"
"Cantabria","Mujeres","De 60 a 64 años","2010","71.65"
"Cantabria","Mujeres","De 65 a 69 años","2010","68.69"
"Cantabria","Mujeres","De 70 a 74 años","2010","46.41"
"Cantabria","Mujeres","75 y más años","2010","41.70"
"Castilla y León","Hombres","De 10 a 14 años","2010","88.62"
"Castilla y León","Hombres","De 15 a 19 años","2010","109.41"
"Castilla y León","Hombres","De 20 a 24 años","2010","90.45"
"Castilla y León","Hombres","De 25 a 29 años","2010","66.14"
"Castilla y León","Hombres","De 30 a 34 años","2010","46.26"
"Castilla y León","Hombres","De 35 a 39 años","2010","42.88"
"Castilla y León","Hombres","De 40 a 44 años","2010","36.94"
"Castilla y León","Hombres","De 45 a 49 años","2010","34.22"
"Castilla y León","Hombres","De 50 a 54 años","2010","34.20"
"Castilla y León","Hombres","De 55 a 59 años","2010","40.51"
"Castilla y León","Hombres","De 60 a 64 años","2010","57.19"
"Castilla y León","Hombres","De 65 a 69 años","2010","54.69"
"Castilla y León","Hombres","De 70 a 74 años","2010","49.55"
"Castilla y León","Hombres","75 y más años","2010","34.34"
"Castilla y León","Mujeres","De 10 a 14 años","2010","76.70"
"Castilla y León","Mujeres","De 15 a 19 años","2010","119.55"
"Castilla y León","Mujeres","De 20 a 24 años","2010","123.31"
"Castilla y León","Mujeres","De 25 a 29 años","2010","76.39"
"Castilla y León","Mujeres","De 30 a 34 años","2010","59.05"
"Castilla y León","Mujeres","De 35 a 39 años","2010","51.79"
"Castilla y León","Mujeres","De 40 a 44 años","2010","50.51"
"Castilla y León","Mujeres","De 45 a 49 años","2010","49.88"
"Castilla y León","Mujeres","De 50 a 54 años","2010","50.43"
"Castilla y León","Mujeres","De 55 a 59 años","2010","55.82"
"Castilla y León","Mujeres","De 60 a 64 años","2010","57.57"
"Castilla y León","Mujeres","De 65 a 69 años","2010","88.16"
"Castilla y León","Mujeres","De 70 a 74 años","2010","77.90"
"Castilla y León","Mujeres","75 y más años","2010","61.55"
"Castilla - La Mancha","Hombres","De 10 a 14 años","2010","65.70"
"Castilla - La Mancha","Hombres","De 15 a 19 años","2010","101.18"
"Castilla - La Mancha","Hombres","De 20 a 24 años","2010","80.32"
"Castilla - La Mancha","Hombres","De 25 a 29 años","2010","53.19"
"Castilla - La Mancha","Hombres","De 30 a 34 años","2010","36.90"
"Castilla - La Mancha","Hombres","De 35 a 39 años","2010","30.63"
"Castilla - La Mancha","Hombres","De 40 a 44 años","2010","29.85"
"Castilla - La Mancha","Hombres","De 45 a 49 años","2010","33.28"
"Castilla - La Mancha","Hombres","De 50 a 54 años","2010","37.59"
"Castilla - La Mancha","Hombres","De 55 a 59 años","2010","49.18"
"Castilla - La Mancha","Hombres","De 60 a 64 años","2010","77.16"
"Castilla - La Mancha","Hombres","De 65 a 69 años","2010","80.35"
"Castilla - La Mancha","Hombres","De 70 a 74 años","2010","119.83"
"Castilla - La Mancha","Hombres","75 y más años","2010","56.91"
"Castilla - La Mancha","Mujeres","De 10 a 14 años","2010","62.78"
"Castilla - La Mancha","Mujeres","De 15 a 19 años","2010","122.57"
"Castilla - La Mancha","Mujeres","De 20 a 24 años","2010","112.33"
"Castilla - La Mancha","Mujeres","De 25 a 29 años","2010","56.91"
"Castilla - La Mancha","Mujeres","De 30 a 34 años","2010","44.71"
"Castilla - La Mancha","Mujeres","De 35 a 39 años","2010","44.41"
"Castilla - La Mancha","Mujeres","De 40 a 44 años","2010","43.78"
"Castilla - La Mancha","Mujeres","De 45 a 49 años","2010","56.69"
"Castilla - La Mancha","Mujeres","De 50 a 54 años","2010","55.98"
"Castilla - La Mancha","Mujeres","De 55 a 59 años","2010","80.48"
"Castilla - La Mancha","Mujeres","De 60 a 64 años","2010","81.98"
"Castilla - La Mancha","Mujeres","De 65 a 69 años","2010","103.06"
"Castilla - La Mancha","Mujeres","De 70 a 74 años","2010","110.08"
"Castilla - La Mancha","Mujeres","75 y más años","2010","78.97"
"Cataluña","Hombres","De 10 a 14 años","2010","90.86"
"Cataluña","Hombres","De 15 a 19 años","2010","115.54"
"Cataluña","Hombres","De 20 a 24 años","2010","120.90"
"Cataluña","Hombres","De 25 a 29 años","2010","89.03"
"Cataluña","Hombres","De 30 a 34 años","2010","54.53"
"Cataluña","Hombres","De 35 a 39 años","2010","42.07"
"Cataluña","Hombres","De 40 a 44 años","2010","37.92"
"Cataluña","Hombres","De 45 a 49 años","2010","36.24"
"Cataluña","Hombres","De 50 a 54 años","2010","35.58"
"Cataluña","Hombres","De 55 a 59 años","2010","39.73"
"Cataluña","Hombres","De 60 a 64 años","2010","61.01"
"Cataluña","Hombres","De 65 a 69 años","2010","60.98"
"Cataluña","Hombres","De 70 a 74 años","2010","56.25"
"Cataluña","Hombres","75 y más años","2010","43.54"
"Cataluña","Mujeres","De 10 a 14 años","2010","80.30"
"Cataluña","Mujeres","De 15 a 19 años","2010","110.42"
"Cataluña","Mujeres","De 20 a 24 años","2010","131.86"
"Cataluña","Mujeres","De 25 a 29 años","2010","92.07"
"Cataluña","Mujeres","De 30 a 34 años","2010","59.13"
"Cataluña","Mujeres","De 35 a 39 años","2010","49.87"
"Cataluña","Mujeres","De 40 a 44 años","2010","48.35"
"Cataluña","Mujeres","De 45 a 49 años","2010","47.42"
"Cataluña","Mujeres","De 50 a 54 años","2010","51.14"
"Cataluña","Mujeres","De 55 a 59 años","2010","62.63"
"Cataluña","Mujeres","De 60 a 64 años","2010","83.59"
"Cataluña","Mujeres","De 65 a 69 años","2010","76.31"
"Cataluña","Mujeres","De 70 a 74 años","2010","75.20"
"Cataluña","Mujeres","75 y más años","2010","62.34"
"Comunitat Valenciana","Hombres","De 10 a 14 años","2010","59.04"
"Comunitat Valenciana","Hombres","De 15 a 19 años","2010","85.66"
"Comunitat Valenciana","Hombres","De 20 a 24 años","2010","110.60"
"Comunitat Valenciana","Hombres","De 25 a 29 años","2010","70.80"
"Comunitat Valenciana","Hombres","De 30 a 34 años","2010","45.00"
"Comunitat Valenciana","Hombres","De 35 a 39 años","2010","37.75"
"Comunitat Valenciana","Hombres","De 40 a 44 años","2010","38.29"
"Comunitat Valenciana","Hombres","De 45 a 49 años","2010","41.01"
"Comunitat Valenciana","Hombres","De 50 a 54 años","2010","47.05"
"Comunitat Valenciana","Hombres","De 55 a 59 años","2010","61.19"
"Comunitat Valenciana","Hombres","De 60 a 64 años","2010","62.91"
"Comunitat Valenciana","Hombres","De 65 a 69 años","2010","51.34"
"Comunitat Valenciana","Hombres","De 70 a 74 años","2010","29.04"
"Comunitat Valenciana","Hombres","75 y más años","2010","20.86"
"Comunitat Valenciana","Mujeres","De 10 a 14 años","2010","55.92"
"Comunitat Valenciana","Mujeres","De 15 a 19 años","2010","83.63"
"Comunitat Valenciana","Mujeres","De 20 a 24 años","2010","108.53"
"Comunitat Valenciana","Mujeres","De 25 a 29 años","2010","66.78"
"Comunitat Valenciana","Mujeres","De 30 a 34 años","2010","44.26"
"Comunitat Valenciana","Mujeres","De 35 a 39 años","2010","42.22"
"Comunitat Valenciana","Mujeres","De 40 a 44 años","2010","42.95"
"Comunitat Valenciana","Mujeres","De 45 a 49 años","2010","47.32"
"Comunitat Valenciana","Mujeres","De 50 a 54 años","2010","56.96"
"Comunitat Valenciana","Mujeres","De 55 a 59 años","2010","62.44"
"Comunitat Valenciana","Mujeres","De 60 a 64 años","2010","61.32"
"Comunitat Valenciana","Mujeres","De 65 a 69 años","2010","43.13"
"Comunitat Valenciana","Mujeres","De 70 a 74 años","2010","28.90"
"Comunitat Valenciana","Mujeres","75 y más años","2010","27.29"
"Extremadura","Hombres","De 10 a 14 años","2010","75.36"
"Extremadura","Hombres","De 15 a 19 años","2010","120.77"
"Extremadura","Hombres","De 20 a 24 años","2010","100.04"
"Extremadura","Hombres","De 25 a 29 años","2010","70.38"
"Extremadura","Hombres","De 30 a 34 años","2010","68.14"
"Extremadura","Hombres","De 35 a 39 años","2010","49.27"
"Extremadura","Hombres","De 40 a 44 años","2010","53.27"
"Extremadura","Hombres","De 45 a 49 años","2010","42.63"
"Extremadura","Hombres","De 50 a 54 años","2010","49.25"
"Extremadura","Hombres","De 55 a 59 años","2010","59.13"
"Extremadura","Hombres","De 60 a 64 años","2010","45.64"
"Extremadura","Hombres","De 65 a 69 años","2010","47.13"
"Extremadura","Hombres","De 70 a 74 años","2010","34.66"
"Extremadura","Hombres","75 y más años","2010","31.22"
"Extremadura","Mujeres","De 10 a 14 años","2010","79.07"
"Extremadura","Mujeres","De 15 a 19 años","2010","132.56"
"Extremadura","Mujeres","De 20 a 24 años","2010","132.15"
"Extremadura","Mujeres","De 25 a 29 años","2010","87.93"
"Extremadura","Mujeres","De 30 a 34 años","2010","65.83"
"Extremadura","Mujeres","De 35 a 39 años","2010","72.30"
"Extremadura","Mujeres","De 40 a 44 años","2010","55.45"
"Extremadura","Mujeres","De 45 a 49 años","2010","55.91"
"Extremadura","Mujeres","De 50 a 54 años","2010","55.89"
"Extremadura","Mujeres","De 55 a 59 años","2010","57.66"
"Extremadura","Mujeres","De 60 a 64 años","2010","76.55"
"Extremadura","Mujeres","De 65 a 69 años","2010","86.70"
"Extremadura","Mujeres","De 70 a 74 años","2010","27.50"
"Extremadura","Mujeres","75 y más años","2010","41.27"
"Galicia","Hombres","De 10 a 14 años","2010","115.34"
"Galicia","Hombres","De 15 a 19 años","2010","131.55"
"Galicia","Hombres","De 20 a 24 años","2010","117.80"
"Galicia","Hombres","De 25 a 29 años","2010","97.05"
"Galicia","Hombres","De 30 a 34 años","2010","65.72"
"Galicia","Hombres","De 35 a 39 años","2010","62.98"
"Galicia","Hombres","De 40 a 44 años","2010","53.43"
"Galicia","Hombres","De 45 a 49 años","2010","53.01"
"Galicia","Hombres","De 50 a 54 años","2010","49.74"
"Galicia","Hombres","De 55 a 59 años","2010","58.84"
"Galicia","Hombres","De 60 a 64 años","2010","62.00"
"Galicia","Hombres","De 65 a 69 años","2010","51.16"
"Galicia","Hombres","De 70 a 74 años","2010","47.71"
"Galicia","Hombres","75 y más años","2010","45.23"
"Galicia","Mujeres","De 10 a 14 años","2010","125.78"
"Galicia","Mujeres","De 15 a 19 años","2010","146.98"
"Galicia","Mujeres","De 20 a 24 años","2010","156.60"
"Galicia","Mujeres","De 25 a 29 años","2010","101.28"
"Galicia","Mujeres","De 30 a 34 años","2010","60.57"
"Galicia","Mujeres","De 35 a 39 años","2010","59.53"
"Galicia","Mujeres","De 40 a 44 años","2010","60.65"
"Galicia","Mujeres","De 45 a 49 años","2010","64.99"
"Galicia","Mujeres","De 50 a 54 años","2010","58.63"
"Galicia","Mujeres","De 55 a 59 años","2010","77.52"
"Galicia","Mujeres","De 60 a 64 años","2010","72.85"
"Galicia","Mujeres","De 65 a 69 años","2010","88.06"
"Galicia","Mujeres","De 70 a 74 años","2010","43.81"
"Galicia","Mujeres","75 y más años","2010","64.66"
"Madrid","Hombres","De 10 a 14 años","2010","53.38"
"Madrid","Hombres","De 15 a 19 años","2010","75.40"
"Madrid","Hombres","De 20 a 24 años","2010","88.27"
"Madrid","Hombres","De 25 a 29 años","2010","64.58"
"Madrid","Hombres","De 30 a 34 años","2010","42.59"
"Madrid","Hombres","De 35 a 39 años","2010","33.11"
"Madrid","Hombres","De 40 a 44 años","2010","30.98"
"Madrid","Hombres","De 45 a 49 años","2010","28.51"
"Madrid","Hombres","De 50 a 54 años","2010","30.07"
"Madrid","Hombres","De 55 a 59 años","2010","36.85"
"Madrid","Hombres","De 60 a 64 años","2010","51.90"
"Madrid","Hombres","De 65 a 69 años","2010","69.36"
"Madrid","Hombres","De 70 a 74 años","2010","65.90"
"Madrid","Hombres","75 y más años","2010","50.96"
"Madrid","Mujeres","De 10 a 14 años","2010","54.73"
"Madrid","Mujeres","De 15 a 19 años","2010","93.72"
"Madrid","Mujeres","De 20 a 24 años","2010","114.86"
"Madrid","Mujeres","De 25 a 29 años","2010","71.36"
"Madrid","Mujeres","De 30 a 34 años","2010","45.54"
"Madrid","Mujeres","De 35 a 39 años","2010","38.80"
"Madrid","Mujeres","De 40 a 44 años","2010","38.10"
"Madrid","Mujeres","De 45 a 49 años","2010","40.30"
"Madrid","Mujeres","De 50 a 54 años","2010","45.63"
"Madrid","Mujeres","De 55 a 59 años","2010","51.80"
"Madrid","Mujeres","De 60 a 64 años","2010","67.32"
"Madrid","Mujeres","De 65 a 69 años","2010","74.14"
"Madrid","Mujeres","De 70 a 74 años","2010","78.60"
"Madrid","Mujeres","75 y más años","2010","50.27"
"Murcia","Hombres","De 10 a 14 años","2010","34.00"
"Murcia","Hombres","De 15 a 19 años","2010","48.04"
"Murcia","Hombres","De 20 a 24 años","2010","58.50"
"Murcia","Hombres","De 25 a 29 años","2010","38.73"
"Murcia","Hombres","De 30 a 34 años","2010","27.21"
"Murcia","Hombres","De 35 a 39 años","2010","22.95"
"Murcia","Hombres","De 40 a 44 años","2010","20.26"
"Murcia","Hombres","De 45 a 49 años","2010","22.18"
"Murcia","Hombres","De 50 a 54 años","2010","26.69"
"Murcia","Hombres","De 55 a 59 años","2010","39.55"
"Murcia","Hombres","De 60 a 64 años","2010","59.13"
"Murcia","Hombres","De 65 a 69 años","2010","49.07"
"Murcia","Hombres","De 70 a 74 años","2010","37.20"
"Murcia","Hombres","75 y más años","2010","22.77"
"Murcia","Mujeres","De 10 a 14 años","2010","28.57"
"Murcia","Mujeres","De 15 a 19 años","2010","52.73"
"Murcia","Mujeres","De 20 a 24 años","2010","73.49"
"Murcia","Mujeres","De 25 a 29 años","2010","43.68"
"Murcia","Mujeres","De 30 a 34 años","2010","30.40"
"Murcia","Mujeres","De 35 a 39 años","2010","26.59"
"Murcia","Mujeres","De 40 a 44 años","2010","25.46"
"Murcia","Mujeres","De 45 a 49 años","2010","36.12"
"Murcia","Mujeres","De 50 a 54 años","2010","45.04"
"Murcia","Mujeres","De 55 a 59 años","2010","56.87"
"Murcia","Mujeres","De 60 a 64 años","2010","55.26"
"Murcia","Mujeres","De 65 a 69 años","2010","39.27"
"Murcia","Mujeres","De 70 a 74 años","2010","34.30"
"Murcia","Mujeres","75 y más años","2010","49.87"
"Navarra","Hombres","De 10 a 14 años","2010","72.91"
"Navarra","Hombres","De 15 a 19 años","2010","107.02"
"Navarra","Hombres","De 20 a 24 años","2010","92.66"
"Navarra","Hombres","De 25 a 29 años","2010","65.05"
"Navarra","Hombres","De 30 a 34 años","2010","40.13"
"Navarra","Hombres","De 35 a 39 años","2010","30.58"
"Navarra","Hombres","De 40 a 44 años","2010","23.91"
"Navarra","Hombres","De 45 a 49 años","2010","26.90"
"Navarra","Hombres","De 50 a 54 años","2010","32.69"
"Navarra","Hombres","De 55 a 59 años","2010","39.26"
"Navarra","Hombres","De 60 a 64 años","2010","74.88"
"Navarra","Hombres","De 65 a 69 años","2010","80.64"
"Navarra","Hombres","De 70 a 74 años","2010","51.71"
"Navarra","Hombres","75 y más años","2010","75.70"
"Navarra","Mujeres","De 10 a 14 años","2010","60.09"
"Navarra","Mujeres","De 15 a 19 años","2010","130.17"
"Navarra","Mujeres","De 20 a 24 años","2010","117.71"
"Navarra","Mujeres","De 25 a 29 años","2010","72.70"
"Navarra","Mujeres","De 30 a 34 años","2010","45.21"
"Navarra","Mujeres","De 35 a 39 años","2010","42.57"
"Navarra","Mujeres","De 40 a 44 años","2010","46.12"
"Navarra","Mujeres","De 45 a 49 años","2010","47.53"
"Navarra","Mujeres","De 50 a 54 años","2010","69.72"
"Navarra","Mujeres","De 55 a 59 años","2010","85.14"
"Navarra","Mujeres","De 60 a 64 años","2010","62.03"
"Navarra","Mujeres","De 65 a 69 años","2010","107.48"
"Navarra","Mujeres","De 70 a 74 años","2010","100.08"
"Navarra","Mujeres","75 y más años","2010","35.62"
"País Vasco","Hombres","De 10 a 14 años","2010","109.45"
"País Vasco","Hombres","De 15 a 19 años","2010","122.76"
"País Vasco","Hombres","De 20 a 24 años","2010","112.23"
"País Vasco","Hombres","De 25 a 29 años","2010","79.05"
"País Vasco","Hombres","De 30 a 34 años","2010","51.44"
"País Vasco","Hombres","De 35 a 39 años","2010","41.97"
"País Vasco","Hombres","De 40 a 44 años","2010","45.27"
"País Vasco","Hombres","De 45 a 49 años","2010","41.84"
"País Vasco","Hombres","De 50 a 54 años","2010","35.93"
"País Vasco","Hombres","De 55 a 59 años","2010","38.00"
"País Vasco","Hombres","De 60 a 64 años","2010","61.04"
"País Vasco","Hombres","De 65 a 69 años","2010","71.42"
"País Vasco","Hombres","De 70 a 74 años","2010","42.18"
"País Vasco","Hombres","75 y más años","2010","37.06"
"País Vasco","Mujeres","De 10 a 14 años","2010","113.10"
"País Vasco","Mujeres","De 15 a 19 años","2010","155.05"
"País Vasco","Mujeres","De 20 a 24 años","2010","148.25"
"País Vasco","Mujeres","De 25 a 29 años","2010","91.68"
"País Vasco","Mujeres","De 30 a 34 años","2010","64.74"
"País Vasco","Mujeres","De 35 a 39 años","2010","58.16"
"País Vasco","Mujeres","De 40 a 44 años","2010","51.19"
"País Vasco","Mujeres","De 45 a 49 años","2010","57.36"
"País Vasco","Mujeres","De 50 a 54 años","2010","55.79"
"País Vasco","Mujeres","De 55 a 59 años","2010","62.35"
"País Vasco","Mujeres","De 60 a 64 años","2010","67.77"
"País Vasco","Mujeres","De 65 a 69 años","2010","91.91"
"País Vasco","Mujeres","De 70 a 74 años","2010","57.81"
"País Vasco","Mujeres","75 y más años","2010","43.95"
"Rioja","Hombres","De 10 a 14 años","2010","124.41"
"Rioja","Hombres","De 15 a 19 años","2010","111.55"
"Rioja","Hombres","De 20 a 24 años","2010","93.48"
"Rioja","Hombres","De 25 a 29 años","2010","51.15"
"Rioja","Hombres","De 30 a 34 años","2010","41.72"
"Rioja","Hombres","De 35 a 39 años","2010","27.01"
"Rioja","Hombres","De 40 a 44 años","2010","31.03"
"Rioja","Hombres","De 45 a 49 años","2010","26.74"
"Rioja","Hombres","De 50 a 54 años","2010","31.52"
"Rioja","Hombres","De 55 a 59 años","2010","47.56"
"Rioja","Hombres","De 60 a 64 años","2010","81.04"
"Rioja","Hombres","De 65 a 69 años","2010","65.15"
